key,country,classification,taxonomic_class,common_name_french_CF_doc,scientific_name_CF_doc,scientific_name_CF_final,category,common_name_prov,source_link
1,CF,A,Mammalia,Léopard,NULL,Panthera pardus,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
2,CF,A,Mammalia,Guépard,NULL,Acinonyx jubatus,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
3,CF,A,Mammalia,Hyène rayée,NULL,Hyaena hyaena,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
4,CF,A,Mammalia,Hyène tachetée,NULL,Crocuta crocuta,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
5,CF,A,Mammalia,Cynhiène ou Lycaon,NULL,Lycaon pictus,EN,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
6,CF,A,Mammalia,Gorille,NULL,Gorilla gorilla ssp. gorilla,CR,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
7,CF,A,Mammalia,Chimpanzé,NULL,Pan troglodytes ssp. troglodytes,EN,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
8,CF,A,Mammalia,Chimpanzé,NULL,Pan troglodytes ssp. schweinfurthii,EN,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
9,CF,A,Mammalia,Colobes,NULL,Colobus guereza,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
10,CF,A,Mammalia,Colobes,NULL,Piliocolobus oustaleti,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
11,CF,A,Mammalia,Pattos,NULL,Arctocebus aureus,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
12,CF,A,Mammalia,Pattos,NULL,Perodicticus edwardsi,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
13,CF,A,Mammalia,Galagos,NULL,Galago senegalensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
14,CF,A,Mammalia,Galagos,NULL,Galagoides demidoff,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
15,CF,A,Mammalia,Galagos,NULL,Galagoides thomasi,LC,FrWiki (IUCN typo),https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
16,CF,A,Mammalia,Galagos,NULL,Euoticus elegantulus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
17,CF,A,Mammalia,Galagos,NULL,Sciurocheirus gabonensis,LC,N/A,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
18,CF,A,Mammalia,Rhinocéros noir,NULL,Diceros bicornis,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
19,CF,A,Mammalia,Rhinocéros blanc,NULL,Ceratotherium simum ssp. cottoni,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
20,CF,A,Mammalia,Hippopotame,NULL,Hippopotamus amphibius,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
21,CF,A,Mammalia,Pangolin géant,NULL,Smutsia gigantea,EN,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
22,CF,A,Mammalia,Lamantin,NULL,Trichechus senegalensis,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
23,CF,A,Mammalia,Oryctérope,NULL,Orycteropus afer,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
24,CF,A,Mammalia,Girafe,NULL,Giraffa camelopardalis ssp. antiquorum,CR,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
25,CF,A,Mammalia,Koudou,NULL,Tragelaphus strepsiceros,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
26,CF,A,Mammalia,Chevrotain aquatique,NULL,Hyemoschus aquaticus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
27,CF,A,Mammalia,Antilope de Bates,NULL,Neotragus batesi,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
28,CF,A,Mammalia,Genette servaline,NULL,Genetta servalina,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
29,CF,A,Mammalia,Oreotrague sauteur,NULL,Oreotragus oreotragus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
30,CF,A,Mammalia,Oreotrague sauteur,NULL,Oreotragus oreotragus ssp. porteousi,EN,none given,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
31,CF,A,Mammalia,Dama,NULL,,,,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
32,CF,A,Reptilia,Varan,NULL,Varanus exanthematicus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
33,CF,A,Reptilia,Varan,NULL,Varanus niloticus,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
34,CF,A,Reptilia,Crocodiles,NULL,Mecistops cataphractus,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
35,CF,A,Reptilia,Crocodiles,NULL,Osteolaemus tetraspis,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
36,CF,A,Mammalia,Chacals communs,NULL,Canis adustus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
37,CF,A,Mammalia,Potamogale,NULL,Potamogale velox,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
38,CF,A,Aves,Autruche,NULL,Struthio camelus,LC,FrWiki,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
39,CF,A,Aves,Messager serpentaire,NULL,Sagittarius serpentarius,EN,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
40,CF,A,Aves,Pélican,NULL,Pelecanus onocrotalus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
41,CF,A,Aves,Pélican,NULL,Pelecanus rufescens,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
42,CF,A,Aves,Ombrette,NULL,Scopus umbretta,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
43,CF,A,Aves,Jabiru du Sénégal,NULL,Ephippiorhynchus senegalensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
44,CF,A,Aves,Grande outarde,NULL,Eupodotis senegalensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
45,CF,A,Aves,Grande outarde,NULL,Lissotis melanogaster,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
46,CF,A,Aves,Grande outarde,NULL,Neotis denhami,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
47,CF,A,Aves,Grande outarde,NULL,Ardeotis arabs,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
48,CF,A,Aves,Grue couronnée,NULL,Balearica pavonina,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
49,CF,A,Aves,Gyps africain,NULL,Gyps africanus,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
50,CF,A,Aves,Gyps de Ruppel,NULL,Gyps rueppelli,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
51,CF,A,Aves,Grand Calao,NULL,Bucorvus abyssinicus,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
52,CF,A,Aves,Héron grand boeuf,NULL,Bubulcus ibis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
53,CF,A,Aves,Bec en sabot,NULL,Balaeniceps rex,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
54,CF,A,Reptilia,Tortue géante,NULL,,,,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
55,CF,A,Aves,Marabout,NULL,Leptoptilos crumenifer,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
56,CF,A,Aves,Jacana,NULL,Microparra capensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
57,CF,A,Aves,Jacana,NULL,Actophilornis africanus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
58,CF,A,Aves,Epervier pic,NULL,Accipiter melanoleucus,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
59,CF,A,Mammalia,Céphalophe à front noir,NULL,Cephalophus nigrifrons,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
60,CF,A,Mammalia,Ratel,NULL,Mellivora capensis,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
61,CF,A,Mammalia,Loutres,NULL,Aonyx congicus,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
62,CF,A,Mammalia,Loutres,NULL,Hydrictis maculicollis,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
63,CF,A,Mammalia,Lion,NULL,Panthera leo,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
64,CF,A,Mammalia,Serval,NULL,Leptailurus serval,LC,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
65,CF,A,Mammalia,Caracal ou Lynx,NULL,Caracal caracal,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
66,CF,B,Mammalia,Eléphant,NULL,Loxodonta africana,EN,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
67,CF,B,Mammalia,Eléphant,NULL,Loxodonta cyclotis,CR,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
68,CF,B,Mammalia,Elan de Derby,NULL,Tragelaphus derbianus ssp. gigas,VU,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
69,CF,B,Mammalia,Bongo,NULL,Tragelaphus eurycerus ssp. eurycerus,NT,IUCN,https://docplayer.fr/14998673-Etude-comparative-des-textes-legislatifs-et-reglementaires-relatifs-a-la-gestion-de-la-faune-et-de-la-chasse-dans-cinq-pays-du-bassin-du-congo.html
